bowler,style
Gaurav Gambhir,Pace
C Boyle,Pace
M Kornet,Pace
Khuzaima Tanveer,Spin
Alam Nakash,Spin
Yab Niya,Spin
AN Lascu,Spin
N Tyagi,Pace
H Karunaratne,Pace
Junaid Sheikh,Pace
Amoluk Singh,Pace
Rabbjyot Rajput,Pace
Luca Petre,Pace
Zhang Xiangxue,Pace
NT Gireesh,Pace
AB Kamara,Pace
Rohit Dahiya,Pace
VV Gite,Pace
R Abdulrasak,Pace
EM Edgcombe,Pace
T Mulepati,Pace
BO van Rooi,Pace
NJ Amongin,Pace
JQK Moala,Pace
Santiago Duggan,Pace
T Chabila,Pace
C Battage,Pace
A Perera,Pace
GR Russ,Pace
K Matigimu,Pace
A Conteh,Spin
Muhammad Usman,Spin
S Bhardwaj,Spin
L Lee,Pace
Pulkit Narang,Spin
LJ Payas,Spin
AR Valdez,Spin
JS Malhotra,Spin
V Manakiwai,Spin
Harsh Dubey,Spin
Zahid Shah,Spin
Abdul Majid,Spin
Mohit Jangra,Spin
KK Nair,Spin
SM Tupou,Pace
N Tokizawa,Pace
Hadia Siddiqui,Spin
LS Samarajeewa,Spin
K Ragoobar,Spin
M Shehani,Pace
H Hiri,Spin
D Ashen,Pace
VS Solanki,Spin
Sarandeep Singh,Spin
BC Brown,Pace
Remruatdika Ralte,Spin
Alifiya Sayed,Spin
Anuk Fernando,Pace
D Mullen,Pace
N Miyaji,Pace
M Matthew,Pace
Preeti Bose,Spin
Toqeer Ahmad,Pace
G Ishimwe,Pace
S Khadka,Pace
B Namuunzul,Pace
J Anderson,Pace
J Mubarak,Pace
Anish Charak,Spin
A Mehmood,Pace
T Vanuarua,Pace
S Namusha,Spin
Amit Ali,Spin
SA Fritz,Spin
Raushan Raj,Spin
N Naranbaatar,Spin
Baz Aybui,Spin
P Florin,Spin
K Dangol,Spin
E Thorpe,Spin
R Siriwardena,Spin
AK Sarkar,Spin
Ashwin Das,Spin
KAB Hynam-Nyberg,Spin
AA Noffke,Spin
O Bastin,Spin
JC Balt,Spin
Norwira Zazmie,Spin
J Perman,Spin
AA Navicha,Spin
N Saud,Spin
NL Smith,Spin
YYM Jakda,Spin
CR King,Spin
Imran Yousaf,Spin
NH Ekanayake,Spin
AT Rayudu,Spin
Elan Talker,Spin
Omar Rassol,Spin
Sulaiman Ali,Pace
DK Pallekonda,Spin
Farmanullah,Spin
NT Rajendran,Spin
Azam Mohammad,Spin
Amod Yadav,Spin
BG Whitehead,Spin
KM Leng,Spin
DM Doughty,Spin
RB Bishnoi Jr,Spin
CM Willoughby,Spin
AA Bamal,Spin
NM Lyon,Spin
R Ashwin,Spin
JS Patel,Spin
RA Jadeja,Spin
Shakib Al Hasan,Spin
Harbhajan Singh,Spin
HMRKB Herath,Spin
MM Ali,Spin
DL Vettori,Spin
J Leach,Pace
AY Patel,Spin
Saeed Ajmal,Spin
IS Sodhi,Spin
AU Rashid,Spin
M Muralitharan,Spin
MJ Santner,Spin
Imran Tahir,Spin
KA Maharaj,Spin
GP Swann,Spin
Mehedi Hasan Miraz,Spin
SP Narine,Spin
Yasir Shah,Spin
Taijul Islam,Spin
Shahid Afridi,Pace
MS Panesar,Spin
Shaheen Shah Afridi,Spin
A Zampa,Spin
A Kumble,Spin
Mohammad Hafeez,Spin
Mustafizur Rahman,Pace
YS Chahal,Spin
Kuldeep Yadav,Spin
AR Patel,Spin
Sikandar Raza,Spin
GJ Maxwell,Spin
Danish Kaneria,Spin
Shoaib Malik,Spin
JE Root,Spin
Abdur Razzak,Spin
Shadab Khan,Spin
CH Gayle,Spin
TM Dilshan,Spin
Imad Wasim,Spin
Rashid Khan,Pace
T Shamsi,Spin
AC Agar,Spin
MN Samuels,Spin
JP Duminy,Spin
M Theekshana,Spin
SK Warne,Spin
M Labuschagne,Spin
Washington Sundar,Spin
Yuvraj Singh,Spin
RW Price,Spin
V Sehwag,Spin
ST Jayasuriya,Spin
TM Head,Spin
SK Raina,Spin
Mohammad Nabi,Spin
SCG MacGill,Spin
Mujeeb Ur Rahman,Spin
Sajid Khan,Spin
Sohail Khan,Pace
SPD Smith,Spin
Harmeet Singh,Spin
Ravi Bishnoi,Spin
Noor Ahmad,Spin
SR Tendulkar,Spin
S Badree,Spin
Rabeya Khan,Spin
Tanvir Islam,Spin
Shiraz Khan,Spin
Mushfiqur Rahman,Pace
Mohammad Ali,Pace
PR Adams,Spin
Saqlain Mushtaq,Spin
Muktar Ali,Pace
A Patel,Pace
Sania Khan,Spin
Mushtaq Ahmed,Spin
Yudhvir Singh,Spin
Y Singh,Spin
Sumon Khan,Pace
Javid Patel,Spin
Harry Singh,Spin
Sameera Khan,Spin
Shoaib Mohammed Khan,Spin
Mehboob Ali,Pace
Riyad Khan,Spin
CL Hooper,Spin
Ansh Patel,Spin
Muhammad Shoaib Ahmed,Spin
Regina Khan,Spin
Shoaib Khan,Pace
Saghir Khan,Spin
CK Hooper,Spin
AM Patel,Spin
Yashpal Singh,Spin
Samiullah Khan,Spin
Rameez Khan,Spin
DJ Thornely,Spin
SL Pujare,Spin
D Saxena,Spin
S Sugaya-Slater,Spin
H Dhami,Spin
ND Stewart,Pace
M Phiase,Spin
MR Meshram,Spin
L Harris,Pace
A Donovan,Pace
C Murrombe,Pace
S Tabuisulu,Pace
Ankit Maini,Spin
N Toleva,Pace
S Nakano,Pace
I Asif,Pace
Sonu Yadav,Pace
F Mulivai,Pace
TE Minty,Pace
ID Saxelby,Pace
G Cengiz,Pace
P Mustard,Spin
S Vaia,Pace
AM Rossington,Pace
MJ Ross,Pace
SYD Chan,Pace
GM Thomson,Pace
RT Ponting,Pace
Agrim Tiwari,Spin
P Dakainivanua,Pace
Metty Fernandes,Pace
D Devnarain,Pace
LP Kasturiarachchige,Pace
S Ozkunduz,Pace
TG McIntosh,Pace
KK Peters,Pace
Emma Patel,Pace
R Withey,Pace
CA Barrett,Pace
L Chilia,Pace
D Goonewardena,Spin
Julie Hayes,Spin
G Johnson,Pace
V Ooko,Spin
Rahul Batham,Spin
KL Rolton,Spin
Basant Mohanty,Pace
MN Erlank,Pace
H Shahid,Spin
Chan Sau Har,Spin
Jayanta Behera,Pace
Asif Ahmed,Pace
N Mamba,Pace
Ayan Bhattacharjee,Pace
Kamran Ahmadzai,Pace
M Podosky,Spin
RJ Engelbrecht,Pace
Maira Khan,Spin
Azmatullah Nazeer,Spin
A Maheshwari,Pace
Muhammad Nadeem,Pace
S Tarawally,Spin
Nikhil Kohli,Pace
CAW Jeffers,Pace
L Yonten,Spin
RA Tripathi,Spin
HJC Mol,Pace
Akash Vasisht,Spin
AG Wakely,Spin
Lakhan Singh,Pace
U Shahid,Spin
R Muriyalo,Spin
CS Mugeri,Spin
Akash Parkar,Pace
J Danikula,Spin
P Pushparajan,Pace
SDJJ Dima,Spin
H Ramaiya,Spin
TC Vine,Pace
AN Toube,Spin
S Jegannathan,Spin
Sumit Lama,Spin
Suraiya Azmin,Pace
H Klazinge,Pace
C van der Westhuizen,Pace
Luo Shilin,Spin
T Tumursukh,Spin
PRPM Guruge,Spin
Sajid Manzil,Spin
Prakash Seet,Spin
P Thamaraikannan,Spin
Hasith Rathnakake,Spin
B Bhadriraju,Spin
T Tavo,Spin
OJ Webster,Pace
D Lues,Pace
N Edward,Pace
Seri Chang,Spin
S Davizi,Pace
SM Meherob,Spin
VB Viyala,Spin
M Whelan,Pace
I Elec,Pace
O Chare,Pace
Kabir Berlia,Spin
Sachin Baby,Spin
Mehran Mumtaz,Spin
V M Jivrajani,Spin
N Caruana,Spin
Shanu Saini,Spin
Anurag Tiwari,Spin
AK Chahal,Spin
Fahad Alhashmi,Pace
M Zhu,Spin
Wang Qi,Spin
T Luus,Spin
EE Corder,Pace
VA Jagadeesh,Spin
MJ Saggers,Pace
E Ernest,Pace
IW Budiarta,Spin
A Kapil,Spin
B Tlali,Pace
Afzal Saleem,Spin
Tariq Aziz,Spin
R Smith,Pace
C Bwanali,Spin
Ibrahim Nashath,Pace
RP Hemmings,Pace
PL Mommsen,Pace
AE Smith,Pace
O Nyaku,Pace
S Ramautar,Spin
Al-Amin,Pace
P Nair,Pace
WT Mubayiwa,Pace
Jawad Mir,Spin
SJ Cameron,Pace
Zaheer Maqsood,Spin
LAS Sebastien,Spin
SS Shukla,Pace
CR Marshall,Pace
Vinoop Manoharan,Spin
MC Patel,Spin
Ramiru Perera,Spin
Aishwary Mourya,Spin
Y Dewthusa,Pace
Hayatullah Niazi,Pace
DV Macome,Pace
Ghulam Abbas Butt,Spin
Jayveer Parmar,Pace
B Lekau,Pace
M Stanikzai,Pace
MD Ingale,Pace
J de Klerk,Pace
SK Ismail,Pace
R Anders,Pace
S Narwal,Pace
T Musekiwa,Pace
E Packard,Pace
MA Butcher,Spin
N Liyanage,Pace
RT Rubbi,Spin
J Brown,Pace
SU Ginger,Spin
V Atanasova,Spin
Bilal Tahir,Pace
KSB Tavo,Spin
D Jayalath,Spin
LS Mulivai,Pace
R van Schoor,Pace
Hung Ying Ho,Pace
J Intan,Pace
Neeraj Mishra,Spin
JK Vifah,Spin
PS Masvaure,Spin
A Chaudhary,Spin
TS Saha,Spin
BJ Hatton-Lowe,Pace
Kamran Mahmood,Pace
A Ilahi,Spin
Nazwan Ismail,Spin
S Kaneria,Spin
Y Jasti,Pace
RR Richards,Pace
DP Michael,Pace
Ankit Soni,Spin
Sanjit Saha,Spin
Badal Singh,Pace
J Clayton,Pace
Khusboo Kandpal,Spin
Asif Iqbal (1),Pace
O Muzondo,Pace
C Namugenyi,Pace
MO Bacarese,Pace
Saqib Ali,Pace
SKDT Madusanka,Spin
K Gaston,Pace
S Vats,Pace
S Jayasinghe,Spin
AM Oyede,Spin
PM Ryan,Pace
RD John,Pace
Mahmudul Hasan,Spin
Heramb Parab,Spin
Itibarshah Deedar,Pace
Rafiulah Alokozai,Spin
A Palkar,Pace
Salauddin Sakil,Pace
P Cabebula,Pace
A Vailoa,Pace
TM Macalou,Pace
AG Prince,Pace
Abdullah Ghulam,Spin
JJ Tasman-Jones,Pace
KJ Patel,Pace
Shruti Yadav,Spin
M Uliao,Pace
AR Lamba,Pace
A Cassim,Spin
IH Romaine,Pace
C Isaac,Pace
Sayan Mondal,Pace
SP de Alwis,Spin
J Hill,Pace
Mohammed Asghar,Pace
W Behr,Pace
AP Sharma,Pace
V Kaverappa,Pace
A Obulor,Spin
SJ Hook-Sporry,Pace
JO Ogunlola,Pace
Suabika Manivannan,Spin
CV Harrison,Pace
Ali Yalmaz,Pace
MS Bhandage,Spin
FL Patel,Spin
AP Agathangelou,Pace
Parvez Ahmed,Spin
Heal Theara,Spin
K Samten,Spin
I Suhun,Spin
J Campbell,Pace
Saranya Kotha,Spin
RA Birch,Pace
Avishka Iroshan,Spin
C Sewsunker,Spin
MM Lanning,Spin
HS Jayasena,Spin
P Manning,Spin
Sikander Zulfiqar,Pace
H Deshan,Spin
K Babu,Spin
BB Seebaran,Spin
A Orfila,Pace
Shamma Ali,Spin
AJA Samuels,Spin
K Kapadia,Spin
Shykat Ali,Pace
AM Bacher,Pace
Fakhrul Mohon,Spin
Hasibul Hossain,Spin
Anjuli Ghalley,Spin
Y Verma,Pace
SC Kumari,Spin
P Sahu,Spin
PJ Horton,Pace
J Dowling,Pace
N Unavalu,Pace
PD Blignaut,Pace
J Dzulfikar,Pace
OGL Bascome,Pace
Roheed Akhtar,Pace
T Singye,Spin
Deepak Behera,Pace
Zayneb Fazil,Spin
AR Reakes,Pace
Ranul Gunarathna,Spin
J Stanigze,Spin
SS Prabhudessai,Pace
Susheel Kumar,Spin
M Pascal,Spin
H Hardwick,Pace
V Vithanage,Spin
LAGL Kirby,Spin
Kerry Fraser,Pace
MA Carberry,Pace
Shahbaz Rasheed,Spin
Aman Hakim Khan,Spin
MTH Madhushanka,Spin
D Tekyildirim,Pace
W Mariner,Pace
Krishan Alang,Pace
JC Hartenhof,Pace
Muhammad Abbasi,Pace
Sijomon Joseph,Spin
Feng Yu,Pace
S Sengupta,Pace
A Levaci,Spin
Sikder Billah,Spin
KVA Adikari,Spin
Karthik Raman,Spin
Arafat Minhas,Pace
KL Britt,Pace
Rohit Dangwal,Pace
Girish Rauturi,Pace
J Bulpitt,Pace
MB van Schelven,Pace
RP Mitchell,Pace
LI Salomone,Pace
A Bierwisch,Pace
D Dawa,Pace
Muhammad Saqib,Pace
SE Bowden,Pace
Adnan Razzaq,Pace
Ranjeet Mali,Spin
Osama Mahmood,Pace
BS Bartley,Pace
MV Fare,Spin
Vivekanand Tiwari,Spin
T Mufudza,Spin
S Dhawan,Spin
LK Ebsary,Pace
Shoaib Ahmed,Pace
MIA Patel,Spin
K Takahashi,Pace
A Ostergaard,Spin
R Airee,Spin
A Balbirnie,Spin
Kamran Hussain,Pace
Alok Sahoo,Spin
B Leo,Pace
RH Bhatt,Pace
Ali Waqar,Pace
MS Belt,Pace
Nasir Totakhil,Spin
J Khadka,Pace
ET Williams,Pace
J Chirila,Pace
HT Dixon,Pace
Zeeshan Siddiqui,Spin
M Kaukura,Pace
Shagharai Sefat,Pace
JC Glover,Pace
RM Magare,Spin
Farhan Khan,Spin
Ibrahim Jabarkhel,Pace
Luka Woods,Pace
ED Silva,Pace
NT Paranavitana,Pace
Abhilash Gogoi,Spin
Nawaf Ahmed,Pace
JN Diseko,Pace
MV Houghton,Pace
AJ Michael,Pace
MD Rao,Spin
CE Taylor,Pace
G Fontenla,Pace
AN Chauhan,Spin
Guido Angeletti,Pace
AD Nath,Spin
FM Trussler,Pace
GG Peters,Pace
A Khullar,Spin
Aziz Sualley,Pace
Sheraz Sirwari,Pace
Sirla Srinivas,Spin
Ruvishan Perera,Spin
HB Ralalage,Pace
E Kallous,Pace
Kamran Ghulam,Spin
Qudratullah Mir Afzail,Spin
RD Atangana,Pace
Akram Aslam,Spin
Kuldeep Lal,Spin
LA Griffiths,Pace
Tharika Sewwandi,Pace
JS Louis,Pace
Jaison Jerome,Pace
Sarfaraz Ashraf,Pace
DPS Tyagi,Pace
NKD Murtiari,Pace
Hamid Hassan,Pace
S Banamali,Pace
Zubair Khan,Spin
Mohamed Saafee,Pace
Khalid Niazi,Pace
JWW Gardner,Pace
ML Bojang,Spin
AR Leo,Spin
Abdullah Sheikh,Spin
M Artur,Pace
HE Dearden,Pace
Zeeshan Ali,Pace
MV Matsau,Pace
HM Brennan,Pace
E Richard,Pace
KK Gill,Pace
Ridha Aulia,Spin
AN Hyobeom,Pace
Amiangshu Sen,Spin
Carolyn Esterhuizen,Spin
Huzaifa Akram,Pace
P Sungnard,Spin
Park Keunyeol,Pace
Chirag Khurana,Spin
Soniya Dabir,Spin
Bishawnath Halder,Spin
Manish Sharma,Pace
DP Hyatt,Spin
W Wotu,Pace
A Beresford-Peirse,Spin
OJ Newby,Pace
T Ritawa,Spin
Sunny Kashyap,Pace
JW Jenner,Pace
RK Induwara,Spin
Kevin Perera,Spin
Muhammad Arfan,Pace
MJ Paterlini,Spin
Aftab Kayani,Pace
C Breteche,Spin
Jamshid Nasiri,Spin
Swarupam Purkayastha,Spin
K Penjor,Spin
KJ Cottoy,Spin
Umair Ali,Pace
Faisal Khan,Pace
N Jagadish,Pace
N David,Pace
Noor Hossain,Spin
AJ Burger,Pace
TL O'Connell,Pace
B Akhilesh Reddy,Spin
Shahzaib,Pace
Y Rupasinghe,Spin
GSPR Arachchige,Spin
Sithum Vihanga,Spin
A Goenka,Spin
Akshay Jain,Pace
V Iriho,Spin
HP Rinke,Pace
Bodavarapu Sudhakar,Spin
M Chadha,Spin
P Catton,Spin
Yaser Sadeq,Spin
A Karn,Pace
R Endo,Pace
N Ahir,Spin
JH Wharton,Pace
J Hurley,Pace
D Samaraweera,Spin
TT Samaraweera,Spin
CJ Bowes,Pace
Shafat Ali Syed,Pace
TA Blundell,Pace
D Siva Kumar,Spin
Rahul Singh,Pace
D Kandel,Spin
B Mahesh,Pace
HH Abdallah,Pace
O Davidson,Spin
SKW Kelly,Pace
TF Rogers,Pace
B Maes Loch,Pace
Mubasir Khan,Spin
SAC Kumara,Spin
EF Telford,Pace
P Ray Barman,Spin
RK Whelan,Pace
CA Wakim,Pace
SS Iyer,Spin
Hossain Ali,Pace
L Savident,Pace
SM Bunting,Pace
S Mills,Pace
S Marasinghe,Spin
F Bangur,Spin
ADS Fletcher,Pace
A Nagarajan,Spin
Shaik Basha,Spin
RR Raina,Spin
T Martin,Pace
DSA Wijesinghe,Spin
Bhagmender Lather,Pace
Mohammad Amin,Pace
K Dinesh Shankar,Spin
SK Reddy,Spin
AR Patwa,Spin
DL Collins,Pace
Natalia Pervaiz,Pace
S Rossi,Pace
Sohel Patel,Spin
SJ Patel,Spin
HZ Finch,Pace
S Gimhani,Spin
Lee Yong Lepcha,Spin
RD Pangestuti,Pace
RK Parwin,Spin
Geovanis Uwase,Spin
Elias Hasan,Spin
IS Sohi,Spin
Tafseer Ali,Pace
Kranthi Kumar,Spin
Codanda Ajit Karthik,Pace
E Beukes,Pace
TF Brookes,Pace
Aimal Khan,Spin
Y Potgieter,Pace
WA Sheffield,Pace
SD Valjalo,Spin
L Shetty,Spin
P Raho,Spin
Rajan Kumar,Pace
SJ Hughes-Pinan,Spin
JA Davies,Pace
AAA Amsterdam,Spin
T Sandaruwan,Spin
S Mostary,Pace
Farzan Afzal,Spin
Latsha Haleemath,Spin
M Mangru,Spin
PC McGeown,Pace
KE Bashir,Spin
TN Clout,Pace
C Beckford,Spin
O Omonkhobio,Pace
CL Rafferty,Pace
J Patraj,Spin
TL Lawford,Pace
J George,Pace
LJ Evans,Pace
Anwar Hossain Monir,Spin
Suhail Sattar,Spin
M Ngoche,Pace
J Winster,Pace
R Trenaman,Pace
L Sanogo,Pace
B Maphosa,Pace
AA Sarwate,Spin
Nisala Abeyratne,Spin
KC D'Souza,Spin
AT Nidamanuru,Spin
WAN Ransika,Spin
Khalid Usman,Spin
T Khabo,Pace
YP Molina,Pace
T Salcedo,Pace
S Murari,Spin
Pratyush Singh,Spin
Shubham Kamal Sharma,Spin
Amir Sharif,Pace
Karan Patel,Spin
TGJ Gruijters,Pace
MA Algi,Spin
Sabahat Rasheed,Spin
Rohit Sharma,Spin
E Kahamker,Pace
SJC Keen,Pace
Gregory Smith,Pace
PW Gough,Pace
Bal Krishna,Pace
KN Mirchandani,Spin
Abhishek Mohan,Spin
MJ Johnston,Pace
Adama Kamara,Spin
M Musonda,Spin
SI Sopariya,Spin
Jobayer Hossen,Spin
Manjeet Singh,Pace
MJ Tumukunde,Spin
WA Tavare,Pace
N Khumalo,Spin
H Kala,Spin
D Desandri,Spin
DH Lategan,Pace
Md Saptula,Spin
PAC Cowdrill,Pace
T Kahamker,Spin
RO Mazumba,Spin
Prashant Awasthi,Spin
SJ Barman,Spin
GJ Rennie,Pace
G Ford,Pace
S Dangamuwa,Spin
C Nimesh,Spin
BJ Bess,Spin
ME Bessala,Spin
MZ Zahir,Spin
K Jaikaran,Spin
Mandup Bhutia,Spin
N Latchman,Spin
Babar Azam,Spin
HD Weibgen,Pace
ST Eyyunni,Spin
A Mutreja,Spin
M Saastamoinen,Spin
Aks Swadhin,Pace
Abdullah Shahid,Spin
JC Carmichael,Pace
F Sutherland,Pace
D Ahir,Spin
R Khullar,Spin
Zeeshan Goraya,Pace
N Pathan,Pace
A Chaubey,Spin
Prashant Shukla,Spin
MJM Kavana,Spin
DK Mathias,Pace
CJ King,Pace
Shivam Kumar,Spin
TS Braat,Pace
Mansoor Shah,Pace
A Suwanchonrathi,Pace
Y Punja,Spin
A Kato-Stafford,Spin
EFB Estrada,Pace
PS Sairam,Spin
AA Jhunjhunwala,Spin
HH Aung,Spin
Prateek Jain,Pace
JR Sullivan,Pace
A Anlezark,Pace
HD Ward,Pace
RS Hangargekar,Spin
Pratik Desai,Spin
Wasim Bari,Pace
C Lamont,Spin
Delwar Hossain,Pace
Zhang Peng,Pace
Lakshit Gupta,Spin
AA Sanklecha,Spin
A Turay,Spin
T Ntini,Pace
Fazil Muhammad,Spin
Shoaib Qureshi,Spin
D Finau,Pace
JC Harding,Pace
Rongsen Jonathan,Pace
M Fru,Pace
T Munyonga,Spin
SSN Nqweni,Pace
Myendung Singpho,Spin
Lalhmangaiha,Spin
Kamran Wahid,Pace
Jatinder Singh,Pace
CN Nation,Spin
MG Hunter,Pace
C Smith,Pace
Mustapha Yusuf,Spin
S Mtae,Spin
Digvijay Rangi,Spin
Mohammad Amir Khan,Pace
F Clarke,Pace
Prayas Singh,Spin
K Gumede,Pace
Y Prithvi Raj,Pace
Zayani Syamimi,Spin
Awais Ikram,Pace
Naveed Shahid,Pace
Angela Busa,Spin
Rinsangzela Hmamte,Spin
IK Cheema,Spin
Parvindar Kumar,Pace
M Campopiano,Spin
Aditya Panwar,Spin
MK McGillivray,Spin
RT Lyons,Pace
MB Darshan,Pace
S Austin,Pace
Bakhtiar Tahiri,Pace
A Kharel,Spin
JJ Garth,Pace
S Descarte,Spin
LM Yadav,Spin
Avi Dixit,Pace
IC West,Pace
S Rajapaksa,Spin
B Maximo,Spin
EL Baker,Pace
Ankit Yadav,Pace
AJ Pienaar,Pace
F Copley,Pace
P Taylor,Pace
Rudolph Fox,Spin
Royston Dias,Pace
Zong Yuechao,Spin
Sibsankar Roy,Spin
Mobashar Ashraf,Spin
R Gunasekera,Spin
T Kobeli,Spin
CJ Simmons,Spin
A Kshirsagar,Spin
Parvez Sultan,Spin
RN Roach,Pace
CAR Cooper,Spin
AS Hasaranga,Spin
JD Newton,Pace
TJ Garrett,Pace
A van Schoor,Spin
Mohammad Zeeshan,Spin
JC Hildreth,Spin
TK Saha,Spin
SK Yadav,Pace
Asif Hasan,Spin
Lemar Momand,Pace
Junaid Zia,Spin
TK Canning,Spin
Mohammed Faraazuddin,Spin
AA Kazi,Spin
Vivek Singh,Pace
EJM Cowan,Pace
V Shetty,Spin
BE Young,Pace
B George,Pace
VK Saha,Pace
JA McCollum,Pace
R Tari,Pace
Iram Javed,Pace
BR McDermott,Pace
MM Mabathoana,Spin
WM Delgado,Pace
Rakesh Kumar,Spin
Aung Ko Ko,Spin
A Aitken-Drummond,Pace
Jiyeon Park,Spin
Malyun Yusuf,Spin
Parth Bhut,Spin
RD Steede,Spin
JE Pitcher,Pace
Ahmad Raza,Spin
P Baskota,Spin
M Prasanna,Spin
Khawar Abbas,Pace
LM Gabriel,Pace
D Myers,Pace
C Sridev,Pace
Akash Sengupta,Pace
Sanvir Singh,Pace
Talha Jubair,Pace
M Leporoporo,Spin
RG Nijman,Pace
Nooruddin Mujadady,Pace
CJD de Villiers,Pace
Riyaa Bhasin,Spin
C Chatphaisan,Spin
M Smit,Pace
GL Lane,Pace
T Bukenya,Pace
Naren Reddy,Pace
Shashi Shekhar,Pace
G Bloemen,Pace
Snigdha Paul,Pace
Nur Syazwina Hanim,Spin
Rupesh Singh,Pace
DCC Borden,Pace
Ayyaz Qureshi,Pace
S Hanson,Pace
Abdul Sadiq,Spin
T Sen,Pace
J Robinson,Pace
NKDP Putri,Spin
Yang Shen,Spin
Ahmad Khalid Ahmadzai,Pace
BBA Geddes,Pace
W Barresi,Spin
S Gawas,Pace
Khaibar Deldar,Pace
RR Rossouw,Pace
P Pratt,Pace
ZP Ikiua,Pace
A Nakayama,Spin
K Tari,Pace
SB Martinez,Pace
S Subhash,Pace
V Silva,Pace
Rana Singh,Spin
A Djorovic,Spin
Murat Yilmaz,Pace
CS Terblanche,Pace
Adil Khan,Pace
KN Alexander,Pace
J Buchanan,Pace
NA de Groot,Pace
Dhrumil Matkar,Spin
J Kousik,Pace
O Gholami,Spin
M Ortiz,Pace
Firas Hussain,Pace
HG Mohammed,Pace
GEM Brealey,Pace
Afzaal Haider,Pace
JS Ababu,Pace
K Reyneke,Pace
MJ Fourie,Pace
CA Reid,Pace
CR Smith,Pace
SRMJJ Arachchilage,Spin
ML Sturge,Pace
Roopa Nagraj,Spin
F Guirrugo,Spin
HDRS Silva,Spin
P Pustoslemsek,Spin
JG Dill,Pace
S Nunna,Spin
Pan Ei Phyu,Spin
WK Bitis,Pace
Aishath Meesa Rameez,Spin
KHM James,Pace
Z Crawley,Spin
Marina Iqbal,Spin
James Bracey,Pace
I Uboh,Pace
DGAPD Wiswi,Spin
Sanjay Kumar Ahir,Pace
Reyhan Faiz,Spin
MARP Seneviratne,Spin
Imran Awan,Pace
ROO Jordan,Pace
MS Kashyap,Pace
Prashant Singh,Pace
Suzan Turan,Spin
B Lewis,Pace
LOB Cann,Pace
Yasir Hameed,Pace
Ahsan Abbasi,Spin
Attia Diwan Ali,Spin
SL Gomez,Spin
S Kucuksucu,Spin
M Musinguzi,Spin
V Chopra,Spin
RS Gavaskar,Pace
N Ifill,Pace
C Mutasa,Spin
Pradeep Dadhe,Pace
D Kegasitswe,Spin
JW Wilson,Pace
CP Schofield,Pace
L Ramdeen,Pace
A Badoni,Spin
PH Solanki,Spin
DM Wheeldon,Pace
F Vaelua,Pace
Shafiullah Zakhel,Pace
SA Northeast,Pace
Sujit Nayak,Spin
Abdul Bashir,Spin
RPO Drysdale,Spin
NM Cherriath,Spin
M Mwamadi,Pace
K Sequiera,Spin
M Imimole,Spin
Vishal Das,Pace
Fawad Ali,Pace
Aslan Jafri,Pace
Sunil Yadav,Spin
J Banton,Pace
OMB Curtiss,Pace
N Sitompul,Spin
AS Dean,Pace
P Kaveao,Spin
Ahmed Baladraf,Spin
KC Sangakkara,Pace
Sahil Chauhan,Spin
Ali Shafiq,Pace
Hassan Mehmood,Pace
L Evile,Pace
DC Green,Pace
Kiyo Fujikawa,Pace
Sukhjinder Singh,Pace
D Benoit,Pace
P Thongsa,Spin
Rohan Prem,Pace
ND Buchanan,Pace
R Aurora,Pace
C Noel,Spin
BR Dunk,Pace
A Augastin,Pace
M Weldon,Pace
Danish Aziz,Spin
Emaan Ejaz,Spin
Bashar Khan,Pace
Tashi Phuntsho,Spin
S Sajana,Spin
V Khanduri,Spin
ML Kostic,Pace
Zahoor Ahmad,Spin
SF Mofokeng,Spin
R Parkin,Pace
E Konasova,Spin
DS Bajwa,Spin
Yasir Mehmood,Spin
A Hutchinson,Spin
K Gilham,Pace
S Yenamandra,Spin
RJ Pierre,Pace
T Oyella,Pace
TKP Rajapaksha,Spin
C Cato,Spin
Safir Hayat,Spin
C Jennings,Pace
PJ Watkins,Pace
KMA Aziz,Spin
AA Jimoh,Spin
E Isaneez,Spin
S Elmsjoo,Spin
S Dill,Spin
SU Falo,Spin
L Keny,Pace
Amna Khan,Spin
P Roy,Pace
Abraash Khan,Pace
T Koloi,Pace
Ali Rasool,Pace
V Barboza,Pace
M Fontaine,Pace
S Mandhana,Spin
Imtiaz Khan,Spin
ZM Tribe,Pace
MS Harris,Pace
TE Tucker,Spin
SP Sharma,Spin
Ismaila Tanba,Pace
KJ Harding,Pace
Madeeha Zuberi,Spin
S Soogrim,Spin
O Peters,Pace
Farhad Hossain,Pace
HR Bhamu,Spin
ZE Matsinhe,Pace
WA Mota,Pace
S Thakur,Spin
L Jones,Spin
Nabaa Naseem,Pace
A Lupascu,Pace
MG Gale,Pace
Chopise Hopongkyu,Spin
S Ramataboe,Spin
Nazeeb Saiyed,Spin
B Gaanamong,Pace
Zahid Khan,Pace
JD Campbell,Pace
B Taylan,Pace
W Mwayenga,Pace
K Dulanjana,Pace
L Hamilton,Pace
Faruq Hakimin,Pace
P Arrighi,Pace
Alexandros Karvelas,Pace
Lalhruaizela,Pace
SG Diaby,Pace
D Ajekun,Spin
Imran Ahmed Kaneez,Pace
Raag Kapur,Pace
Aftab Alam,Pace
S Sriram,Spin
Tanveer Sikandar,Spin
NJ Bowley,Pace
R Dhiman,Pace
Jasmer Dhankhar,Pace
L Yingying,Spin
AW Summers,Pace
S Hussein,Pace
